run_id,benchmark,unit_id,tier,model,write_turns,finished_at,run_dir,messages,source_tokens,source_bytes,calls,writer_calls,verify_calls,maintenance_calls,input_tokens,cached_input_tokens,output_tokens,wall_time_s,writer_chunks,first_pass_events,verify_added_events,post_verify_events,first_pass_unique_source_ids,post_verify_unique_source_ids,first_pass_source_coverage,post_verify_source_coverage,verify_source_coverage_gain,events_per_message,calls_per_100_messages,input_tokens_per_1000_source_tokens,output_tokens_per_1000_source_tokens,wall_minutes_per_100_messages,final_reference_precision,final_source_coverage,topic_source_coverage,timeline_source_coverage,gold_question_any_coverage,gold_question_all_coverage,gold_unique_target_coverage,gold_level,abstract_bytes,abstract_files,abstract_entries,abstract_to_source_byte_ratio,build_sha256,success_sha256,unit_sha256,memory_sha256
gpt56-locomo-conv-48-sol-w16,locomo,conv-48,sol,gpt-5.6-sol,16,2026-07-20T08:32:06.548937+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r5/locomo/conv-48/sol/w16,681,18484,73942,327,55,55,217,551214,7168,49964,1880.241,55,756,40,796,457,474,0.671071953010279,0.6960352422907489,0.024963289280469897,1.1688693098384728,48.01762114537445,29821.142609824714,2703.094568275265,4.601666666666667,1.0,0.6960352422907489,0.6960352422907489,0.6960352422907489,1.0,0.9947643979057592,0.9940476190476191,turn,212608,113,1559,2.8753347218089855,887806514e02203a72d763b469db4bb43e0f3fdd7c07e31a1b5d09054fcd4990,88b798af5f90f74dff818f60f8ea826975a6ff2c38d72b3a58d16ce8b93c2569,c8390ec0eecf95e51dfe6f37ad3e14da5afde75d12bcebf7ac6a69217c204bb4,7c197937072944c876c23848f3442e39c0e0971b669f3e88d2bf332c3e92da35
gpt56-locomo-conv-48-sol-w32,locomo,conv-48,sol,gpt-5.6-sol,32,2026-07-19T01:02:50.301026+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/locomo/conv-48/sol/w32,681,18484,73942,250,33,33,184,450982,5376,44426,1327.108,33,675,3,678,439,441,0.644640234948605,0.6475770925110133,0.002936857562408223,0.9955947136563876,36.71071953010279,24398.50681670634,2403.484094351872,3.24793930494371,1.0,0.6475770925110133,0.6475770925110133,0.6475770925110133,0.9947643979057592,0.9895287958115183,0.9880952380952381,turn,189392,106,1334,2.561358902923913,fb3826f8b2da5f16949f60f5a6e46c927849787766a8dcbcb4ebcea68d5942d5,591d0b0a2a2234078341baf3b320a2d2e2c8f8e232363d4c1f3d56c61f11b935,69806a551a5370fc08b8b0febd35079f171d13f429f66236e8994b5e456d2060,5b8c535139c44efe8f22084b8d82376dbe3e70940668e3d8b25a595c9e4c87c6
gpt56-locomo-conv-48-sol-w4,locomo,conv-48,sol,gpt-5.6-sol,4,2026-07-20T02:33:25.584258+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/locomo/conv-48/sol/w4,681,18484,73942,548,179,165,204,1183915,5376,69777,2370.123,179,834,115,949,473,512,0.6945668135095447,0.7518355359765051,0.05726872246696035,1.3935389133627019,80.46989720998532,64050.800692490804,3774.994589915603,5.8005947136563885,1.0,0.7518355359765051,0.7518355359765051,0.7518355359765051,1.0,0.9947643979057592,0.9940476190476191,turn,244913,98,1849,3.3122312082442997,e2b0c5105fa3f16548c1660a8b41b08b82d4156fb236a3e95993ef82cde6b98b,7e105f9400b81a24fdedd60fea70ecaaeb2a756ede6ebe078030b3c7a853248b,617e4b9f598f8406d3739255eb97292cca9c1589446eb16981291320dca78a36,e86d8a7a72fe41fba48dbade261c90828f06ea918edc889d1ed00cade13090be
gpt56-locomo-conv-48-sol-w8,locomo,conv-48,sol,gpt-5.6-sol,8,2026-07-19T20:45:47.660221+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/locomo/conv-48/sol/w8,681,18484,73942,426,95,94,237,767713,5376,57403,1762.956,95,802,71,873,474,495,0.6960352422907489,0.7268722466960352,0.030837004405286344,1.2819383259911894,62.55506607929515,41533.921229171174,3105.5507465916467,4.314625550660792,1.0,0.7268722466960352,0.7268722466960352,0.7268722466960352,1.0,0.9947643979057592,0.9940476190476191,turn,228529,111,1701,3.090652132752698,9f3c6ae314ce76a1fcb92a0b7486fb5e19cce94f72c55dba4969504cca0448c1,4df176aa8bf200b8649d15d0917b58ef5a8a6ba4666c9cf30bfb3fc556bc5aae,c9dc9f542aab9b82c9f72fcf7315c6a006f7264a23cecc2e445a1b8797fec8b6,66b53ae4e2d087c5e6067b80611c5ae5f85d888634d9f0f042f35ae2493fe361
gpt56-locomo-conv-48-terra-w16,locomo,conv-48,terra,gpt-5.6-terra,16,2026-07-19T16:05:50.802533+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-48/terra/w16,681,18484,73942,276,55,55,166,570606,46080,45112,1266.175,55,521,148,669,380,438,0.5580029368575624,0.6431718061674009,0.08516886930983847,0.9823788546255506,40.52863436123348,30870.26617615235,2440.5972733174635,3.0988130200685267,1.0,0.6431718061674009,0.6387665198237885,0.6431718061674009,0.9947643979057592,0.9842931937172775,0.9821428571428571,turn,176588,103,1262,2.3881961537421224,c7a0d27df7e0f227da29dfab43f681db421a9eb21da97bcf413317bb22674214,c40683a795f48ed7c500b3cbbb92bc07950eab400109e51f37d054b47b833c73,1eedcf4c0e256299b3d449581200984464f74fb8254eef670f51adfa4ce93849,1c4443289f2b6d0b6face7009340e306de5a1437e488adbfc7516c532a9dbf92
gpt56-locomo-conv-48-terra-w32,locomo,conv-48,terra,gpt-5.6-terra,32,2026-07-18T21:34:51.799671+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/locomo/conv-48/terra/w32,681,18484,73942,248,33,33,182,414596,34560,41597,1140.776,33,472,183,655,360,436,0.5286343612334802,0.6402349486049926,0.11160058737151249,0.9618208516886931,36.41703377386197,22429.993507898722,2250.4328067517854,2.7919138521781695,1.0,0.6402349486049926,0.6402349486049926,0.6402349486049926,0.9947643979057592,0.9895287958115183,0.9880952380952381,turn,181074,106,1219,2.448865326877823,93931298f3359c8b04a31232de8fd038438b1ffe0fd129d036547d0526ce2841,fc147d163cbe502ee788c62c6f40d9c6f47397363af142d9c153a17e7dc39dba,4f106dc89b1b1f7ee4519c8e9339081fd48c5007ff40ecc3303f5789fbd70881,843a9c0f9ac184c379d8ed50a5bc572187c1c7b9f60ecb370c9c3d8eebf3d4a9
gpt56-locomo-conv-48-terra-w4,locomo,conv-48,terra,gpt-5.6-terra,4,2026-07-19T23:50:56.046067+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-48/terra/w4,681,18484,73942,537,179,168,190,1074257,203264,58241,1865.143,179,673,197,870,444,501,0.6519823788546255,0.73568281938326,0.08370044052863436,1.277533039647577,78.8546255506608,58118.210344081366,3150.88725384116,4.5647161037689665,1.0,0.73568281938326,0.73568281938326,0.73568281938326,0.9947643979057592,0.9947643979057592,0.9940476190476191,turn,219660,99,1640,2.970706770171215,3e0e93c66dd0f2b44480c0cd17ea2d4f7073977e48cae7039ab533c260c4ff7b,859d8af74ba0dd8b6ceb65cb391ec3063c0a446ddc038a3b24727c965917d748,a1b3b948564f88181a58f0a549d33144e73f37260e0c4038f704d78c747db39e,fb6b3c5775378e285653edc6f799c1d5a559ccae41be7d71afdb5eebe945b0dd
gpt56-locomo-conv-48-terra-w8,locomo,conv-48,terra,gpt-5.6-terra,8,2026-07-19T19:42:22.104600+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-48/terra/w8,681,18484,73942,365,95,94,176,708917,57856,47383,1409.234,95,566,142,708,403,446,0.591776798825257,0.6549192364170338,0.0631424375917768,1.039647577092511,53.59765051395007,38353.00800692491,2563.4602899805236,3.4489329417523247,1.0,0.6549192364170338,0.6549192364170338,0.6549192364170338,0.9947643979057592,0.9842931937172775,0.9821428571428571,turn,185272,101,1323,2.505639555327148,8537428fbfd3cc187b568fbab9b16f850adb3d801341c8941d2ef655766b742e,8efe985ceaf3f50534553f0a0364e2f6d0733fbfae7171468763c760962aa9da,20a1986fbd11edd9b56ff5deebd4bcb75252c4cf1c24a2c2009cd6ef27cf6a1c,af1fac09f3a89d1e3a0ac10eb0a4d8322d4241d15169ff173c8e0859872bc8b5
gpt56-longmemeval-s-2318644b-luna-w16,longmemeval-s,2318644b,luna,gpt-5.6-luna,16,2026-07-18T11:36:03.472782+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/longmemeval-s/2318644b/luna/w16,523,117612,470714,384,47,47,290,1112824,169216,165834,3575.808,47,1530,1376,2906,465,509,0.8891013384321224,0.9732313575525813,0.0841300191204589,5.55640535372849,73.4225621414914,9461.823623439785,1410.0091827364554,11.395181644359464,1.0,0.9732313575525813,0.9732313575525813,0.9732313575525813,1.0,1.0,1.0,session,895520,63,5361,1.9024715644743941,3cb79e13b7c0472525bda05669d86ccadc717d3f7dc6ee12678b9cec43d20111,7fd5255e888fab159c118b505547e325a046fb6c84cc1d265a6053ad5129a999,59cdb02331411266cf05cc110935f8dd7a499c8473d55086d0de21c88a407d93,e1670e47812e9ca5da76f22057a06cce4e63030c4b4fa89198bb47edadbf8420
gpt56-longmemeval-s-2318644b-luna-w32,longmemeval-s,2318644b,luna,gpt-5.6-luna,32,2026-07-18T03:49:48.969825+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-formal-r2/longmemeval-s/2318644b/luna/w32,523,117612,470714,367,43,43,281,1195633,167168,169148,3705.98,43,1547,1315,2862,439,496,0.8393881453154876,0.9483747609942639,0.1089866156787763,5.472275334608031,70.17208413001912,10165.909941162467,1438.186579600721,11.810006373486297,1.0,0.9483747609942639,0.9483747609942639,0.9483747609942639,1.0,1.0,1.0,session,861373,84,5263,1.829928576587907,d1be2ed7aa9618fbf7b0b5d84f938bfbcf29c736e41ac03e5c725bb022c790ef,fa26b95b4304ee242708d6b64574772e7aa99f0255d39feb8d1adf1e847de96e,f7876abc7538af7236e718901da21a28099a2e431ef041112d9a0d6b776d64a0,04568a056526e7b581c43f8d1eda8421a38d06594abdcf649b355ad1a95174d4
gpt56-longmemeval-s-2318644b-luna-w4,longmemeval-s,2318644b,luna,gpt-5.6-luna,4,2026-07-20T08:21:20.872667+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r4/longmemeval-s/2318644b/luna/w4,523,117612,470714,585,137,127,321,1850317,406528,225060,5150.147,137,2099,1588,3687,450,486,0.8604206500956023,0.9292543021032504,0.06883365200764818,7.049713193116634,111.85468451242829,15732.382750059518,1913.5802469135801,16.41219566602932,1.0,0.9292543021032504,0.9292543021032504,0.9292543021032504,1.0,1.0,1.0,session,1092807,74,6579,2.3215944288888792,27e6fe5402a8034143774da63e49f74f39e3a5d460a99bc0efcf67be597e22ea,9f9ba0a2092e72a6f842b2693d3979793ad6724ec41bacfbb7fa046f153ee530,af1dbe4d86931e2f6818dba0fa79e161212b991714b8bda69fc2969b5a0ed0f2,dc34ed5a1ce27f15670367cc6e4b41fba3ad9942e11da376264474d97029c05f
gpt56-longmemeval-s-2318644b-luna-w8,longmemeval-s,2318644b,luna,gpt-5.6-luna,8,2026-07-18T16:21:04.522269+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/longmemeval-s/2318644b/luna/w8,523,117612,470714,453,87,83,283,1321273,182272,188805,4253.529,87,1811,1521,3332,467,500,0.892925430210325,0.9560229445506692,0.06309751434034416,6.37093690248566,86.61567877629064,11234.16828214808,1605.320885623916,13.554904397705545,1.0,0.9560229445506692,0.9541108986615678,0.9560229445506692,1.0,1.0,1.0,session,997149,82,6074,2.1183754891505244,025d579e6932d356a3dda3062485257aea0c110dfb6925883eb59235bc4f365e,e69afb79a4790cde63308480402305a272336ef7a1a41812e56665262f6c9b29,2c6482ae31bcee9ff6a787ec4fba37b543c266486f76d319b4841caa43913d84,e8e2ae997a953d2fd1dc20cfe55f8932719a9fbead3d3ca0cb10e2de8eaacbee
gpt56-longmemeval-s-2318644b-sol-w16,longmemeval-s,2318644b,sol,gpt-5.6-sol,16,2026-07-19T15:20:22.582464+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/longmemeval-s/2318644b/sol/w16,523,117612,470714,370,47,47,276,1026477,79360,140407,3218.637,47,726,1604,2330,332,470,0.6347992351816444,0.8986615678776291,0.2638623326959847,4.455066921606119,70.74569789674952,8727.655341291706,1193.8152569465701,10.256969407265775,1.0,0.8986615678776291,0.8986615678776291,0.8986615678776291,1.0,1.0,1.0,session,833307,95,4561,1.7703042611861979,28976ca5a29829103739436e91566391419600d6020ab34eb14333a4a78d5259,092a5aef537ea6834be102aef425b5b47891700dcdd67123b683b8caf6438eda,97aef9bf1379dc36ad41831e727a9a572b7f72beb484b8477ed58557e2fdf790,fee9e2fc9854f3caced5ac6f8d4b6afa6a23bf906b253213f11f1bbba5a79ad8
gpt56-longmemeval-s-2318644b-sol-w32,longmemeval-s,2318644b,sol,gpt-5.6-sol,32,2026-07-18T23:22:17.803704+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/longmemeval-s/2318644b/sol/w32,523,117612,470714,389,43,43,303,983245,13312,144799,3293.082,43,725,1661,2386,339,474,0.6481835564053537,0.9063097514340345,0.25812619502868067,4.562141491395794,74.37858508604207,8360.073801992994,1231.1583851987893,10.494206500956023,1.0,0.9063097514340345,0.9063097514340345,0.9063097514340345,1.0,1.0,1.0,session,861049,113,4664,1.8292402605403706,c021e00408276918143f7c96ebd5df4d8e5ea34205b908433b812e5c1a3a39b9,5f128b131d80b359debfe948bd0740b84e73d0687bc2b94c5863bef9c3e927af,109c2b5daadfbb855ccbd2f016f7961a699b4694d4b444ea4a27339ce055e29e,73a8d6fc719dc12617d40cf8e57cd35dbc3b9ee474f67d22e6bc3282f82d6d08
gpt56-longmemeval-s-2318644b-sol-w4,longmemeval-s,2318644b,sol,gpt-5.6-sol,4,2026-07-19T23:59:31.909535+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/longmemeval-s/2318644b/sol/w4,523,117612,470714,549,137,128,284,1559610,25600,186565,4358.073,137,1100,1938,3038,342,465,0.6539196940726577,0.8891013384321224,0.23518164435946462,5.808795411089866,104.97131931166348,13260.636669727579,1586.2752100125838,13.888059273422563,1.0,0.8891013384321224,0.8891013384321224,0.8891013384321224,1.0,1.0,1.0,session,1036091,78,5798,2.2011051296541,49faaf3af8a6a80c8b7e5a4d4dd5fb59d68dbbd6fcc557cb5649984c32177ba0,ce16e2e798c031aa48b3e913d6432f66b2a75473862f0ac0d7617ed413cea647,01e27e06e07c63fd162df81b1e3af21878e85c5d42ae2efd3a6aa0a9ae9212ce,6d1c2d31c6a4e5a86e4afe6162ebfcf24fb137627e79a137e453d3494391228a
gpt56-longmemeval-s-2318644b-sol-w8,longmemeval-s,2318644b,sol,gpt-5.6-sol,8,2026-07-19T18:50:41.919011+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/longmemeval-s/2318644b/sol/w8,523,117612,470714,491,87,85,319,1234705,90624,164455,3829.577,87,915,1823,2738,342,464,0.6539196940726577,0.887189292543021,0.2332695984703633,5.235181644359464,93.88145315487571,10498.120940040131,1398.284188688229,12.203878266411728,1.0,0.887189292543021,0.887189292543021,0.887189292543021,1.0,1.0,1.0,session,952999,97,5271,2.0245818055124767,ccd31b98d36ab81d78b5c0f12e7c19610bc5eead1c442ed483424f9189dfc4df,731457ceabe5f01bdb6e15055c736725e3a5dcbe889bdc7f17d25191958d0101,d59fc547e3558837bb4c70a44587d344932d79ede9194c663bbb159afd961e9b,712910487320521d030e20942e7fed5eddb3e431ba017dd171052a5d41df76ab
gpt56-longmemeval-s-2318644b-terra-w16,longmemeval-s,2318644b,terra,gpt-5.6-terra,16,2026-07-19T14:39:25.274771+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/longmemeval-s/2318644b/terra/w16,523,117612,470714,324,47,47,230,824013,87808,99643,2356.255,47,550,1019,1569,299,445,0.5717017208413002,0.8508604206500956,0.27915869980879543,3.0,61.95028680688336,7006.198347107438,847.2179709553446,7.508779477374124,1.0,0.8508604206500956,0.8508604206500956,0.8508604206500956,1.0,1.0,1.0,session,592262,72,3027,1.258220490573894,58f5a92d4f99246bc8fbc72587607b53bcc4018e9ab259dd7c7ae2315574ae61,77470ac7425738bce9f433024242b8eafaf0a7afb418fb62b0335182877f988b,564f4e73a63b8fc656605b568b0deaad8de3e6303de7113e751b45b4e5c431f0,5d47c23530ff6b2ae966991bc8f0957087770587e38698021db09b15262b9794
gpt56-longmemeval-s-2318644b-terra-w32,longmemeval-s,2318644b,terra,gpt-5.6-terra,32,2026-07-18T20:10:38.203456+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/longmemeval-s/2318644b/terra/w32,523,117612,470714,341,43,43,255,829806,80128,99099,2338.188,43,558,996,1554,328,475,0.627151051625239,0.9082217973231358,0.28107074569789675,2.9713193116634797,65.20076481835564,7055.453525150495,842.5925925925926,7.451204588910135,1.0,0.9082217973231358,0.9082217973231358,0.9082217973231358,1.0,1.0,1.0,session,587708,83,3007,1.2485458261279674,7239fe67aaff84313278edb6f10e529b6ff82013117230a4a4cc65599c1bf458,7c7500228de3f30d7c53e39b4da521a59d119a81481bbe3aac14117bc585e914,df490fcbf9eabf3eb59a5f936412be91fe8063699cd3b34b92203c0eda12e9a1,eb1e3ff8d49d8c19251362da7da54973c84035d4540bd21e57a5daed76436d95
gpt56-longmemeval-s-2318644b-terra-w4,longmemeval-s,2318644b,terra,gpt-5.6-terra,4,2026-07-19T21:47:02.727865+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/longmemeval-s/2318644b/terra/w4,523,117612,470714,555,137,127,291,1309931,139008,137361,3332.543,137,848,1356,2204,349,464,0.6673040152963671,0.887189292543021,0.2198852772466539,4.21414913957935,106.11854684512429,11137.7325442982,1167.9165391286604,10.619958572339069,1.0,0.887189292543021,0.887189292543021,0.887189292543021,1.0,1.0,1.0,session,765819,84,4128,1.626930577803082,3d36c8e6d1e347b5c2d9eb5978dd7c27fbee35b7bd4987668181f6af8cba0bc9,c7796cbdb2c9207f34c1abb77d3305ff025452ebf7fb2cb9d15732f09856711b,bb6d7731d4cd585436802e437a9d5c50f7201afe935875966decb3f0fd6d7580,ebd1ecf04b3e6e9aa62e3ae065628a8920c42419cdcd71bd4751f3d511aa56c2
