run_id,benchmark,unit_id,tier,model,write_turns,finished_at,run_dir,messages,source_tokens,source_bytes,calls,writer_calls,verify_calls,maintenance_calls,input_tokens,cached_input_tokens,output_tokens,wall_time_s,writer_chunks,first_pass_events,verify_added_events,post_verify_events,first_pass_unique_source_ids,post_verify_unique_source_ids,first_pass_source_coverage,post_verify_source_coverage,verify_source_coverage_gain,events_per_message,calls_per_100_messages,input_tokens_per_1000_source_tokens,output_tokens_per_1000_source_tokens,wall_minutes_per_100_messages,final_reference_precision,final_source_coverage,topic_source_coverage,timeline_source_coverage,gold_question_any_coverage,gold_question_all_coverage,gold_unique_target_coverage,gold_level,abstract_bytes,abstract_files,abstract_entries,abstract_to_source_byte_ratio,build_sha256,success_sha256,unit_sha256,memory_sha256
gpt56-beam-100k-100K-conv-1-terra-w4,beam-100k,100K-conv-1,terra,gpt-5.6-terra,4,2026-07-20T12:27:42.384160+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r7/beam-100k/100K-conv-1/terra/w4,188,130800,523208,267,47,47,173,862103,73728,114307,2612.218,47,755,981,1736,162,187,0.8617021276595744,0.9946808510638298,0.13297872340425532,9.23404255319149,142.0212765957447,6591.001529051988,873.9067278287462,23.1579609929078,1.0,0.9946808510638298,0.9946808510638298,0.9946808510638298,,,,,632421,66,3209,1.2087372517239798,757fa0919c771f2168745f3f73fbb2de84a07e256f8ae6eb311a8f5b8dd2ad65,452e18fe7e39459b9bd822c762fd9804550fe98109839d8131f8d17ba4af4d73,e2a398ee4ab90c2a5a2e579e97b6a668235a7c3481cbbda06a614060719b0ca9,a2fb649434b34aad8673128e876e4f3918b8fc71bdf5985cd1bdffb5e7f6bb36
gpt56-beam-100k-100K-conv-1-terra-w8,beam-100k,100K-conv-1,terra,gpt-5.6-terra,8,2026-07-19T16:38:42.840317+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/beam-100k/100K-conv-1/terra/w8,188,130800,523208,210,24,24,162,697372,77824,87580,1970.437,24,638,680,1318,158,186,0.8404255319148937,0.9893617021276596,0.14893617021276595,7.01063829787234,111.70212765957447,5331.590214067278,669.571865443425,17.468413120567373,1.0,0.9893617021276596,0.9893617021276596,0.9893617021276596,,,,,494408,57,2472,0.9449549701074907,324c4b7cb48cc3141b412cb17f67e7405cfee3cef02c6f92c8ac142911a38d06,90821582bda12ce74993bf849493557886ec4dcc0eeba1b3b672091b7df4d1c8,87c4808086fc7147ea1c4feefe8a49c08b5428b6b284a2034028ace1a6322f34,5ec8a76c63ed9b552de1473312267e87938a39c033bd26217a0252abcea97504
gpt56-beam-100k-100K-conv-2-luna-w16,beam-100k,100K-conv-2,luna,gpt-5.6-luna,16,2026-07-18T10:36:25.208959+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/beam-100k/100K-conv-2/luna/w16,200,123342,493376,155,14,14,127,580413,157952,85030,1789.296,14,535,740,1275,188,197,0.94,0.985,0.045,6.375,77.5,4705.720679087415,689.383989233189,14.9108,1.0,0.985,0.985,0.985,,,,,420775,39,2395,0.8528485374237904,9cdb8da187438445b9f63fba34d8c70cf28efadedca55148f8306caede75a9e1,7d03f2b96e21581a4443a5a610e8e63d0e88a8594da8552f3e67ece288fb1fe6,cf05579d5bd3562bc573d3e41f41da9e6746be3c386d6b3c4f996557447a713b,e833e4ac1c6ace2b841622b416f31cbfc524e2b131230539778f78639f4e7e01
gpt56-beam-100k-100K-conv-2-luna-w32,beam-100k,100K-conv-2,luna,gpt-5.6-luna,32,2026-07-18T02:48:00.418760+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-formal-r2/beam-100k/100K-conv-2/luna/w32,200,123342,493376,149,8,8,133,561675,154112,66311,1452.404,8,369,791,1160,180,197,0.9,0.985,0.085,5.8,74.5,4553.801624750693,537.6189781258614,12.103366666666666,1.0,0.985,0.985,0.985,,,,,347369,34,2110,0.7040654592035284,cea1c89c9eadc47487686087b9d49ca1e6512bf3f44c9953647efed162463900,91cd92ca9d2e60a1a15be7589a730a94aa776e45dc9156f5961aa024255d8089,f9e706685fe3d1320981682ed680cd2ca0eedb70fbaa211889ae62f05919868b,b330d43a14aeb1e8c75430b69f27451c73ef4563f310e66c25d13ad0efea12e2
gpt56-beam-100k-100K-conv-2-luna-w4,beam-100k,100K-conv-2,luna,gpt-5.6-luna,4,2026-07-20T05:43:54.674185+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r1/beam-100k/100K-conv-2/luna/w4,200,123342,493376,273,51,51,171,1009330,232704,166277,3515.449,51,1274,1743,3017,198,200,0.99,1.0,0.01,15.085,136.5,8183.181722365455,1348.097160740056,29.295408333333334,1.0,1.0,1.0,1.0,,,,,872184,56,5568,1.7677876507977688,7d0ef9561c1279a605cdd2611e5e137bf593e6590661622d0fd5ffb8b9e4104f,5ae999792b4bfb0a0a1d1d90931cdd6de6a73a6f415fbac26dd9e8e42745ccd1,94e15405c1ce7b91ab01e8fb670f22fd43ede24713b16635e8a240d61dffef89,ae08e3d99cd4a1dae91eca8bc3f68d7fccdb38cbc5f5e6f4e8fb874652d586a9
gpt56-beam-100k-100K-conv-2-luna-w8,beam-100k,100K-conv-2,luna,gpt-5.6-luna,8,2026-07-20T03:40:01.894198+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r1/beam-100k/100K-conv-2/luna/w8,200,123342,493376,180,26,26,128,878490,247296,123397,2609.07,26,823,1223,2046,198,200,0.99,1.0,0.01,10.23,90.0,7122.391399523277,1000.4459146114057,21.742250000000002,1.0,1.0,1.0,1.0,,,,,629172,52,3902,1.2752383577636528,2633370467bd3e622a2fb4a0508613e7ba2192a8e22066d3490cb3151bbddc06,6a2dd4aa5b3c0699d050f7b0dd86fd86f2c127ad79a69f50c7b3fb96887e7b53,9fc54ab9f0499dc3aa369edb215c88cbcdda0ff2024664135e3e6b0c0b0afb95,0c1ed03b7b492c707743d6ca3d3940ccb0444a2ed9b564f585019ec090ba9783
gpt56-beam-100k-100K-conv-2-sol-w16,beam-100k,100K-conv-2,sol,gpt-5.6-sol,16,2026-07-19T14:26:41.278557+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/beam-100k/100K-conv-2/sol/w16,200,123342,493376,155,14,14,127,622609,45824,82327,1772.981,14,530,677,1207,181,198,0.905,0.99,0.085,6.035,77.5,5047.826368957857,667.4693129671969,14.774841666666667,1.0,0.99,0.99,0.99,,,,,445545,57,2226,0.9030536548190427,db9915899e881914ee49ecea70a2d20fb5dc22054f37963583c131a4fe90a4a4,c49be57fbd52fb19a810c3cda9d59500b32b2678bc4b11e062c23ee6ebe6d941,a55dc06224e1f59445753574d185e0b4cad1206e8f9e124e0f789b9f710dcae5,6e99cf3220c65a9df464ac09dd5458ea0c0f1bbd4c1d8cfe772fe0270f9b7c27
gpt56-beam-100k-100K-conv-2-sol-w32,beam-100k,100K-conv-2,sol,gpt-5.6-sol,32,2026-07-18T22:27:22.273823+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/beam-100k/100K-conv-2/sol/w32,200,123342,493376,166,8,8,150,560584,19200,65366,1524.065,8,387,624,1011,169,198,0.845,0.99,0.145,5.055,83.0,4544.956300368082,529.9573543480728,12.700541666666666,1.0,0.99,0.99,0.99,,,,,373549,64,1922,0.757128437540537,70618189e6869b8723a3d43e0a5729dc7cd67acf97d65d091d31097db522d88b,e8b733e4791c5a51f7e9a3dddd0eac2441c887026845e3f6b705cae512653a31,7f96c372057c181c98335010b00e764b624493f4a120761b325b250047da118c,0daaac0bc6cda808387ac4b1b3a09b9d602126a3a21d56d6dbe6bcc2aab8e6b3
gpt56-beam-100k-100K-conv-2-sol-w4,beam-100k,100K-conv-2,sol,gpt-5.6-sol,4,2026-07-19T22:46:51.510987+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/beam-100k/100K-conv-2/sol/w4,200,123342,493376,365,51,51,263,1030951,87808,158549,3485.84,51,1082,1494,2576,193,200,0.965,1.0,0.035,12.88,182.5,8358.474809878226,1285.4421040683628,29.048666666666666,1.0,1.0,1.0,1.0,,,,,855492,98,4621,1.7339554416915295,844c78c1aec6bfbd903e63829df2142e5b91a3254e8b52c43f8071ddc16373fa,93c2fc76a327801e2f9b3731d54995065e3ce5d587bac7c3c10e260d5c514482,c12e5c53c3ca867f89a4acf041e0973c140b92d21dab9610f19bc20dd370397c,a0de1e40f63d25926029aaeb12cf661139a7a734a9c52a1aac1f3cdb733f770c
gpt56-beam-100k-100K-conv-2-sol-w8,beam-100k,100K-conv-2,sol,gpt-5.6-sol,8,2026-07-19T17:46:49.588730+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/beam-100k/100K-conv-2/sol/w8,200,123342,493376,223,26,26,171,829768,56320,116395,2543.478,26,739,1077,1816,188,200,0.94,1.0,0.06,9.08,111.5,6727.375914124953,943.6769308102674,21.19565,1.0,1.0,1.0,1.0,,,,,640096,63,3315,1.2973796860812037,8c6ff12459fd5430a74497264a44139fb6dce2b7257780182ff2002ef7c546da,5f5f5b673a02fee59989533070ba9f6e284c5200e0b7c4d6152b14eb830dad46,2a9fdc83ddfdc8475f1862af09c39e96ae09e52ea4f6f7c2be0a710c12766616,6dc43b90c13cb656ea876b459896fc4db940a0eb0a9df483f4a47b545cbc4ac8
gpt56-beam-100k-100K-conv-2-terra-w16,beam-100k,100K-conv-2,terra,gpt-5.6-terra,16,2026-07-19T14:00:06.309296+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/beam-100k/100K-conv-2/terra/w16,200,123342,493376,149,14,14,121,526448,69632,53695,1213.384,14,337,450,787,127,197,0.635,0.985,0.35,3.935,74.5,4268.1973699145465,435.3342738077865,10.111533333333332,1.0,0.985,0.985,0.985,,,,,305985,39,1456,0.6201862271371125,199516c7c4efabc20fb07081a75611ea041f711f3b771c40105362b7ac8d831b,b1eb5a471f0b775f7a9860cddb121c3144c10b761726a0146a1dd07dccd71deb,a94846bdbe1d1051d46649fa1d1e35e65d165395fc19380514e431ec2d17515c,c78f7dbb733ae8670782efe2d4d029b1422d5928aabbd93b486e9d93bc85aa35
gpt56-beam-100k-100K-conv-2-terra-w32,beam-100k,100K-conv-2,terra,gpt-5.6-terra,32,2026-07-18T19:31:37.311056+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/beam-100k/100K-conv-2/terra/w32,200,123342,493376,117,8,8,101,425338,39424,36568,828.21,8,221,301,522,110,194,0.55,0.97,0.42,2.61,58.5,3448.444163383114,296.4764638160562,6.90175,1.0,0.97,0.97,0.97,,,,,209594,40,998,0.42481596186275783,b7c7ea340bf14052b85313b4dcbde10e1bcd58949dd44e5e9cba2546b78a0de4,be77b30367ff9619d47d7414b3e1a8d4101e9f07af322d2775cf9a6e7495394d,f4af13505a33cac568db1928901935f05ac51da36a451b85e27a1fd34480484d,ecd32e31fcbaf2e013758635500d25202bfc8333ff3ed680defd592d6468c6c5
gpt56-beam-100k-100K-conv-2-terra-w4,beam-100k,100K-conv-2,terra,gpt-5.6-terra,4,2026-07-19T20:51:27.349460+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/beam-100k/100K-conv-2/terra/w4,200,123342,493376,312,51,51,210,895987,144128,113769,2621.506,51,710,1032,1742,177,198,0.885,0.99,0.105,8.71,156.0,7264.248998719009,922.3865350002433,21.845883333333333,1.0,0.99,0.99,0.99,,,,,604111,79,3169,1.2244434265144637,fa14cf93824e8d49b80f993027c60786d99f03f8d1542417143e2032eff497a5,942f97baf674c467dc7d52013d187564d78c4edd0b29701ada48a0ab3b94c9ed,f14aab68fbd42e8187d9071cea451bf2de030a808beb65e6eca4b43a3ee2a753,6a4391c9b7f0c1289be3828e5a56a96a73558ae09e576bbf759c18723b08745a
gpt56-beam-100k-100K-conv-2-terra-w8,beam-100k,100K-conv-2,terra,gpt-5.6-terra,8,2026-07-20T06:11:06.947045+00:00,results/formal/gpt56-chunk-curve-subscription-20260720-recovery-r2/beam-100k/100K-conv-2/terra/w8,200,123342,493376,195,26,26,143,664514,88576,77952,1776.192,26,463,723,1186,142,199,0.71,0.995,0.285,5.93,97.5,5387.572765157043,631.9988325144719,14.8016,1.0,0.995,0.995,0.995,,,,,443970,60,2247,0.8998613633415489,40b9b2b663b0e827868aaccaa2edf2164c5e86aefaa97ac21d4b460326e138e2,8a01364d4b134fd1b0b0333cb49117e1c1241ad8083d9cdb70153cc435e49217,77c8b7a9169816247ff6be9147b9d51a7c616bc93c577193f8519818717f6171,bc6dab8dfaf806e0eea779105124a6fbfb040b9b6797188eee7e467ffa270471
gpt56-locomo-conv-44-luna-w16,locomo,conv-44,luna,gpt-5.6-luna,16,2026-07-18T13:09:23.546888+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/locomo/conv-44/luna/w16,675,20224,80906,396,54,53,289,849363,124672,79418,2087.35,54,797,500,1297,557,621,0.8251851851851851,0.92,0.09481481481481481,1.9214814814814816,58.666666666666664,41997.77492088608,3926.918512658228,5.15395061728395,1.0,0.92,0.9185185185185185,0.92,1.0,1.0,1.0,turn,292450,86,2279,3.6146886510271177,65e2a0e273df98dc29f598db31214759f915ddb218177fe7f175ff4303576898,65b02fba81a4d73872f9da49089cdde54917a9025b00f20f01d48dd7c3dc0810,f1fa7147ab19179c1739539e5a20da969e316f57f2738b60e80d0715b0700abc,abe052765e5ac322c31900fed239b26192ac88527f32000e968a7100ea750184
gpt56-locomo-conv-44-luna-w32,locomo,conv-44,luna,gpt-5.6-luna,32,2026-07-18T05:22:41.549614+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-formal-r2/locomo/conv-44/luna/w32,675,20224,80906,269,31,31,207,774151,112128,72778,1824.407,31,684,474,1158,540,598,0.8,0.8859259259259259,0.08592592592592592,1.7155555555555555,39.851851851851855,38278.827136075946,3598.5957278481014,4.504708641975308,1.0,0.8859259259259259,0.8859259259259259,0.8859259259259259,1.0,1.0,1.0,turn,250229,70,1952,3.0928361308184806,cc30783d1476feae629fa711ac192f8e261628da1fa539e8e4425054a85e1aac,71db46c7b8edc86b6ef078800365d1a1c839ea168b0ec10a5273c2f5462f847c,acc140214ea592cf1054a01c9069e63058999a78c0427b1089a826ce840621b2,0f97ef5545d27b6c0bdf7f4dbb8f4bd6bcc85de2c379d53a581a554c96441a0a
gpt56-locomo-conv-44-luna-w4,locomo,conv-44,luna,gpt-5.6-luna,4,2026-07-20T01:39:13.444192+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/luna-r4/locomo/conv-44/luna/w4,675,20224,80906,682,179,178,325,1597462,120832,110469,3213.102,179,986,701,1687,614,658,0.9096296296296297,0.9748148148148148,0.06518518518518518,2.4992592592592593,101.03703703703704,78988.4295886076,5462.272547468355,7.933585185185185,1.0,0.9748148148148148,0.9748148148148148,0.9748148148148148,1.0,1.0,1.0,turn,355931,77,2875,4.399315254740069,984db73b77d8075c35619f4bbc84ceb2ef913c36a4b57612874b201b65d51097,d44fac3c05c47649c8061e2f805c8af598132d24895564a050a87d4365c12815,f99505c2eb7ef923238e306da21e395a3a7feeb9852a359ef12b1e52d1863249,e3d37e0503a5f5eb32bf39535594e25d1225d4140609d2494311f904516c480b
gpt56-locomo-conv-44-luna-w8,locomo,conv-44,luna,gpt-5.6-luna,8,2026-07-18T18:16:40.567030+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/locomo/conv-44/luna/w8,675,20224,80906,433,95,94,244,828814,57856,82772,2305.978,95,898,601,1499,575,635,0.8518518518518519,0.9407407407407408,0.08888888888888889,2.220740740740741,64.14814814814815,40981.70490506329,4092.7610759493673,5.693772839506173,1.0,0.9407407407407408,0.9407407407407408,0.9407407407407408,1.0,1.0,1.0,turn,335085,73,2668,4.141658220651126,333846c184fdcb9ca55abc33a8748e83dc821ccfae7e068a00fa2ca3bf52651f,6b11bdc4056e2f13215907db1b1a7c41a277895fa5cfe33dc1c00fcec3d30a45,677e6fccb0a3db96cceecaa02184abbe8f67a71b4ad57090577e22f3ad0124f6,2502c895a06f249bbb897aed59e064387261571c205e674e7d8dfbdfca7282e8
gpt56-locomo-conv-44-sol-w16,locomo,conv-44,sol,gpt-5.6-sol,16,2026-07-19T16:43:09.865791+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/locomo/conv-44/sol/w16,675,20224,80906,274,54,54,166,636665,8960,51628,1421.306,54,733,26,759,511,521,0.7570370370370371,0.7718518518518519,0.014814814814814815,1.1244444444444444,40.592592592592595,31480.666534810127,2552.8085443037976,3.509397530864198,1.0,0.7718518518518519,0.7718518518518519,0.7718518518518519,1.0,0.991869918699187,0.9920634920634921,turn,200078,83,1464,2.4729686302622795,aa1c5d6a7e72719a35f35e8994e46e904bc42d10d738c04be0eacedb7b2f3159,8570384fd45abb8d6c444a319f1e4a1b14b9f99e82fb19a11edb21f2f3f3bd87,ca1b96f05ec44ea2fa40e72f705b71ec1036bc554eeaaf92742cae071b35962c,197990d2d4a11559504021cdfa068e98158b685c595625f0b80436488dd88f04
gpt56-locomo-conv-44-sol-w32,locomo,conv-44,sol,gpt-5.6-sol,32,2026-07-19T00:40:42.516703+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/locomo/conv-44/sol/w32,675,20224,80906,216,31,31,154,507401,3584,46645,1257.362,31,676,45,721,512,524,0.7585185185185185,0.7762962962962963,0.017777777777777778,1.068148148148148,32.0,25089.052610759492,2306.4181170886077,3.104597530864198,1.0,0.7762962962962963,0.7762962962962963,0.7762962962962963,1.0,0.991869918699187,0.9920634920634921,turn,194295,80,1393,2.4014906187427383,72ffdc0d1527010ed6b6f126679e8d9ae73bc3c4e1f4a073d50c035d77e839ef,aaba561847599f53ae1601ca5f54c7c9e599a540d0dbe6cf5a2044bc6b653e4a,c3b16ac4fa2c9823d17028f9ebdb8eaddc81965ff35aa3458d2bbc5b091fe069,c0d12c30b9581eda412cb497f4fea34519fce3798af025fde8632d12c40a4bdb
gpt56-locomo-conv-44-sol-w4,locomo,conv-44,sol,gpt-5.6-sol,4,2026-07-20T01:53:54.812297+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/locomo/conv-44/sol/w4,675,20224,80906,582,179,178,225,1125847,0,65329,2184.997,179,937,44,981,564,576,0.8355555555555556,0.8533333333333334,0.017777777777777778,1.4533333333333334,86.22222222222223,55668.85878164557,3230.2709651898736,5.395054320987654,1.0,0.8533333333333334,0.8533333333333334,0.8533333333333334,1.0,1.0,1.0,turn,245894,87,1896,3.039255432229995,8a9f798306fbaf26efbdf25726ef93fa0298eef03438e165c662b9b0ba912c1b,dd114c458eff8e6c924e59bbeaaa31e93db654887d0aa4c8b52068bc63030032,4d685ee4373e98f562321a0fe21bca1e1af81595f35345f49b15d653cfba256e,6839d4273595c8d6d307cfb9b10f212676f6a4e94e956e359a52124ab32fb490
gpt56-locomo-conv-44-sol-w8,locomo,conv-44,sol,gpt-5.6-sol,8,2026-07-19T20:16:23.944207+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/sol/locomo/conv-44/sol/w8,675,20224,80906,356,95,95,166,695764,5376,50109,1489.595,95,790,35,825,531,542,0.7866666666666666,0.802962962962963,0.016296296296296295,1.2222222222222223,52.74074074074074,34402.887658227846,2477.699762658228,3.6780123456790124,1.0,0.802962962962963,0.802962962962963,0.802962962962963,1.0,0.991869918699187,0.9920634920634921,turn,208735,85,1592,2.579969347143599,0e90d05061ad60cc62f72bdc1d9e9c5a1a7ee2d92bccf11e8d5269dbf2af3c83,9885ca74736c46e226dcb4e09089cedfaae92082d316e900a4adac5af4734cca,e4d92b8ff0ac076b2a6a1be08a66023b4355f7b06fcc1d2db81d09a7a3ddb6df,433599b161494f5fd74357dd7460b8241526ce9a435860ee3392316d3167f7c4
gpt56-locomo-conv-44-terra-w16,locomo,conv-44,terra,gpt-5.6-terra,16,2026-07-19T15:44:43.708780+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-44/terra/w16,675,20224,80906,251,54,53,144,668197,32768,47005,1240.515,54,540,133,673,458,498,0.6785185185185185,0.7377777777777778,0.05925925925925926,0.997037037037037,37.18518518518518,33039.80419303798,2324.21875,3.063,1.0,0.7377777777777778,0.7377777777777778,0.7377777777777778,1.0,0.983739837398374,0.9841269841269841,turn,160941,77,1201,1.9892344201913332,a639303accda1d21701a76140fbe3fea669593dadc0cdc75331f5c71d85cbd45,bffabca0640b2dde2495e743fad6020c9ce03054f8259f1678f36defa9d07fa2,166c9a39ee0d05086c6d6720f22c9b1ee7184f5f2572ca98abad920d0df0903a,d915b64a8af03e10771d3b6f0ac34cc89ec04c64e89ab5c179e0c11f3cb866bd
gpt56-locomo-conv-44-terra-w32,locomo,conv-44,terra,gpt-5.6-terra,32,2026-07-18T21:15:50.244295+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-w32-only/locomo/conv-44/terra/w32,675,20224,80906,191,31,31,129,567219,46592,42158,1063.293,31,455,130,585,424,466,0.6281481481481481,0.6903703703703704,0.06222222222222222,0.8666666666666667,28.296296296296298,28046.82555379747,2084.553006329114,2.6254148148148144,1.0,0.6903703703703704,0.6903703703703704,0.6903703703703704,1.0,0.983739837398374,0.9841269841269841,turn,143443,76,1024,1.7729587422440858,b2c0fcf272a5b42bc00c94b27a407ebac655c064ed799a14895e85fec1bb8dfc,59320ee4239c0afdf58e9ae4817761adfd95dcc977bb56e213e79c99e13b081f,a45aed9cb992d392361bcae6a0b879c3445f6db8f8392648dcb67d78bae7197a,e2b829de8b5893419a64da1da36c351fb7630f5541afd761d18ba3d90eabf3bc
gpt56-locomo-conv-44-terra-w4,locomo,conv-44,terra,gpt-5.6-terra,4,2026-07-19T23:19:50.375207+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-44/terra/w4,675,20224,80906,544,179,178,187,1094964,190208,59254,1956.247,179,741,156,897,527,551,0.7807407407407407,0.8162962962962963,0.035555555555555556,1.3288888888888888,80.5925925925926,54141.81170886076,2929.8852848101264,4.830239506172839,1.0,0.8162962962962963,0.8162962962962963,0.8162962962962963,1.0,0.991869918699187,0.9920634920634921,turn,213960,82,1635,2.6445504659728574,c5784e25acb931b7fe3bef8fb4ab4348f7d8a651ebdc7028b279458e8b200085,c1f97bf9005daa6bbb74f374de64e48e97d6d2c14eafa01859177feb849842e3,f77151a213f9123a9082269e2504eb90d0e835ef922178ce7aeade015cbce7f7,368fac7a3e3dd606bf99c1b6c7295c8a3c5c837976ff17d69cba0fe795a5c6fd
gpt56-locomo-conv-44-terra-w8,locomo,conv-44,terra,gpt-5.6-terra,8,2026-07-19T19:18:52.020745+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/terra/locomo/conv-44/terra/w8,675,20224,80906,328,95,95,138,893777,89088,51089,1476.031,95,592,114,706,473,505,0.7007407407407408,0.7481481481481481,0.047407407407407405,1.045925925925926,48.592592592592595,44193.878560126584,2526.1570411392404,3.644520987654321,1.0,0.7481481481481481,0.7481481481481481,0.7481481481481481,1.0,0.991869918699187,0.9920634920634921,turn,172492,73,1298,2.1320050428892787,11df039ab0ed707fdd15f00b49f86cee563249cd6721d6fb5c88b9525afbe14d,560b5d593747b71813b9964ad22a0583eadb5017be17e8cb6dab5194b26fba09,0ff74046fae52e8ef456ed93b5d26958b3a0ea7f376d260adbf9972505a428d7,67a0785ffcb32257ad1503aadea6eb4af3a02cc3075118d4b249b445660a5d12
gpt56-locomo-conv-48-luna-w16,locomo,conv-48,luna,gpt-5.6-luna,16,2026-07-18T13:39:34.644590+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/locomo/conv-48/luna/w16,681,18484,73942,312,55,53,204,871933,111872,69635,1810.331,55,673,370,1043,498,562,0.7312775330396476,0.8252569750367107,0.09397944199706314,1.5315712187958883,45.81497797356828,47172.31118805453,3767.312270071413,4.430570239843367,1.0,0.8252569750367107,0.8237885462555066,0.8252569750367107,1.0,1.0,1.0,turn,242198,83,1851,3.2755132401071108,3d3593e264541b4465cd2c4ede7afe742807789ea080569687ca283ae42e40c5,191dc272555aec7126f19370457959cc6fd3a64af5bbb0b1596406170e99b109,e7cc8909851198da2dff7d7cc917ff039864c7f719e2b11b98fcab56762d8c0a,2d3ba3a2018735a8fb8a173b5a34390a42118d394bff73ecf18eec9f474364f7
gpt56-locomo-conv-48-luna-w32,locomo,conv-48,luna,gpt-5.6-luna,32,2026-07-18T05:50:35.173538+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-formal-r2/locomo/conv-48/luna/w32,681,18484,73942,264,33,33,198,674233,62976,67769,1672.864,33,578,440,1018,425,555,0.6240822320117474,0.8149779735682819,0.19089574155653452,1.4948604992657857,38.76651982378855,36476.57433455962,3666.360095217485,4.094136074400391,1.0,0.8149779735682819,0.8120411160058737,0.8149779735682819,0.9947643979057592,0.9790575916230366,0.9880952380952381,turn,224997,76,1729,3.042884963890617,b9967ce11afcb6e33b26897523ed898802fdb29d39dc347ef69525bfa9ca9db5,8547ed10ffab5d9373fd6ae26c6e84a250788a878515d5edaae8ed945fee42f8,e696b6e2124bcf47536c79d161317a69accf0cdd88ebed765fe2c5bd58f87e36,671b67409f24eb1c5a16dca615e0f2b017ccbd491c80e9a2bb2ad91a59d196a5
gpt56-locomo-conv-48-luna-w4,locomo,conv-48,luna,gpt-5.6-luna,4,2026-07-20T02:27:00.772827+00:00,results/formal/gpt56-chunk-curve-subscription-20260719-remaining-4-8-16-32-r1/luna-r4/locomo/conv-48/luna/w4,681,18484,73942,614,179,164,271,1392953,42752,96603,2866.539,179,923,503,1426,583,631,0.856093979441997,0.9265785609397944,0.07048458149779736,2.093979441997063,90.16152716593245,75359.93291495348,5226.303830339753,7.015513950073422,1.0,0.9265785609397944,0.9265785609397944,0.9265785609397944,1.0,1.0,1.0,turn,309045,91,2369,4.179559654864623,d45d0519dc061f5c26ce02e93f460ff6be7c48544c3382f5b948f1a65bf16d4b,d76e3ce2a8875197bc386b05d52617537f75b511f4032f51263b288b17dbc4de,c3f4c42e10e26f5512344a5f9ad0160ad63418d31575058d0ac72048c0227b26,2a7fb114c3e5f234eedfda740c849a37885d9c40cdd590dfd1092c889bcbd7ce
gpt56-locomo-conv-48-luna-w8,locomo,conv-48,luna,gpt-5.6-luna,8,2026-07-18T18:55:15.033147+00:00,results/formal/gpt56-chunk-curve-subscription-20260718-reduced-4-8-16-32/locomo/conv-48/luna/w8,681,18484,73942,464,95,94,275,1115547,119808,85126,2313.52,95,791,460,1251,522,597,0.7665198237885462,0.8766519823788547,0.11013215859030837,1.8370044052863437,68.13509544787078,60352.03419173339,4605.388444059728,5.662065589818893,1.0,0.8766519823788547,0.8766519823788547,0.8766519823788547,0.9947643979057592,0.9790575916230366,0.9940476190476191,turn,281135,91,2159,3.8021016472370235,07d2fdbd78873baf2adb95c01bff1819ca89b0eed68a3b3d3a924949b901ffc4,3fc513cdfd1a043586e6dd490a51be7cedeabad613deac63284cb1c2e4a0ac16,29917ca27c74a6d25dceebc27c21cefd61dbef70d40930a8e02eb89b494a945b,1ea73228b00eb770d1a176d0d39cd29cc58d00030e2eb6411f921c8a33ce7530
